T_face,T_geo,quality_score,identity,is_inside_geofence,time_of_day,label
0.7692372369860722,0.8875021686418809,0.7416516537635404,43,1.0,11.0,1
0.8930605985039158,0.8166062089882316,0.767253892754,86,1.0,10.0,1
0.8921282617129169,0.763361154596143,0.7215278907407155,86,1.0,12.0,1
0.5257190930358124,0.9164839585724982,0.9891108593398512,3,1.0,18.0,1
0.6947054080769379,0.8542356934788978,0.8880588453064205,56,1.0,21.0,1
0.9759901336308882,0.7416499958301919,0.9497968298993238,11,1.0,10.0,1
0.7660339702764862,0.4523497340221892,0.53515718443373,73,1.0,16.0,1
0.9300298681530489,0.5941292957147101,0.8077388120936193,88,1.0,14.0,1
0.8642717627612496,0.9180792708509494,0.6988584044736802,97,1.0,20.0,1
0.8376492865235521,0.8219161361420038,0.7744118951083163,32,1.0,11.0,1
0.923190643214673,0.9424096237762285,0.8476725835688266,44,1.0,15.0,1
0.7150067146249472,0.7673297869611905,0.8282585405634539,94,1.0,7.0,1
0.6372444575728796,0.7706530352835006,0.7522907459345185,90,1.0,22.0,1
0.8649509848500282,0.9322006928135554,0.9217818768398421,78,1.0,16.0,1
0.8578080181594896,0.7660749179740557,0.6872126999652549,55,1.0,20.0,1
0.956826464719051,0.7903011813448335,0.4243938498856453,71,1.0,19.0,1
0.9286236284732401,0.6528239342703231,0.919123032165786,83,1.0,9.0,1
0.6679230634646893,0.872724713230715,0.4661431119468089,40,1.0,13.0,1
0.909428574576799,0.8443116536346268,0.7330787004508993,29,1.0,6.0,1
0.9038088549795044,0.8085893308495207,0.6674165394214099,40,1.0,17.0,1
0.7646963184405569,0.7127842429675741,0.5117442115454695,11,1.0,17.0,1
0.8276556033198609,0.9253638810769169,0.5744600924343733,62,1.0,20.0,1
0.9578050013437391,0.5800954865476945,0.64536171152403,99,1.0,7.0,1
0.8382429413504314,0.9233024004480066,0.6372753305336736,93,1.0,15.0,1
0.8670949109605933,0.6773662745545777,0.6122146009659759,65,1.0,8.0,1
0.5575647620313577,0.7614405649073791,0.921505970891547,0,1.0,10.0,1
0.9563876165260405,0.7299528109880598,0.6235954823842099,60,1.0,19.0,1
0.8937645367792573,0.9176732209002646,0.722814107647063,87,1.0,16.0,1
0.7782478823539538,0.982020824227926,0.6297268195700452,28,1.0,11.0,1
0.7845738062851834,0.7874688983189104,0.6426808176532383,45,1.0,9.0,1
0.6529368102786675,0.7334461419533956,0.8606838674023584,74,1.0,9.0,1
0.8090015399341368,0.8926604768988513,0.4530067303747008,14,1.0,6.0,1
0.9268888171770716,0.7977228401920596,0.8668052346561771,92,1.0,17.0,1
0.9340063909908732,0.9874701883320026,0.8409903772887241,14,1.0,9.0,1
0.7420393797099333,0.8883067271254573,0.49906065823975426,48,1.0,18.0,1
0.7904553675419917,0.9443118082894869,0.5357986588276139,6,1.0,6.0,1
0.9872954108355505,0.5596743127258745,0.5970607488324634,23,1.0,21.0,1
0.6453629226338475,0.742193825467322,0.8957942522790245,97,1.0,6.0,1
0.8264485112008474,0.6226334682068083,0.41460542529786076,84,1.0,8.0,1
0.9478505955466962,0.9099620790421645,0.7512321962932067,35,1.0,8.0,1
0.8826340107965696,0.892284112647191,0.5047189959742961,43,1.0,8.0,1
0.5976796435114432,0.48011585294217696,0.6600522196279264,15,1.0,17.0,1
0.9850421093352257,0.8796334309167442,0.7244084740956985,15,1.0,17.0,1
0.9036107620054805,0.7538747563281405,0.5448444494896006,34,1.0,16.0,1
0.9629077145538774,0.643633511949162,0.8906937191478953,13,1.0,14.0,1
0.7635728330376534,0.717999147208897,0.7095517864415402,5,1.0,18.0,1
0.813880451865563,0.996508007235851,0.7216892943651954,82,1.0,10.0,1
0.8334545357131914,0.8781659405384227,0.694322331964713,3,1.0,9.0,1
0.7250321356887802,0.9942866610222892,0.9477732295057982,91,1.0,19.0,1
0.7569711877914789,0.6412470300135713,0.6732589052005413,89,1.0,18.0,1
0.8755070942602103,0.9321106441959252,0.980452920853432,37,1.0,15.0,1
0.8732334483873764,0.8015492905901979,0.42144678101558974,58,1.0,13.0,1
0.8016063540365636,0.8679319224808828,0.6839279287088686,98,1.0,22.0,1
0.9331535268983867,0.8140336873929055,0.8120349935955525,63,1.0,15.0,1
0.6392814140844076,0.8176411673982534,0.686254066627533,9,1.0,9.0,1
0.8981708836194443,0.7740121168935453,0.9300016628803431,88,1.0,17.0,1
0.6192865173217603,0.8742873616449259,0.7275308725325583,95,1.0,16.0,1
0.9243111105833312,0.8317056948254015,0.8839745352516823,21,1.0,16.0,1
0.7387722886024145,0.8676991745107079,0.664840936904975,4,1.0,8.0,1
0.7724590367591125,0.5315888147787051,0.6404763311012944,85,1.0,15.0,1
0.9372755207151457,0.8591471238611671,0.8715558520207193,20,1.0,15.0,1
0.7722541268391174,0.4887827750620722,0.4798737232304738,33,1.0,22.0,1
0.8589718111054477,0.6931090783595206,0.6772972356155639,62,1.0,22.0,1
0.7623677506262321,0.8819746731149304,0.6278073191659279,60,1.0,15.0,1
0.7629347691069521,0.7471009131798267,0.7847169766142649,69,1.0,9.0,1
0.9012059054644467,0.8797384037058446,0.8535859533064778,69,1.0,17.0,1
0.502053246842369,0.9102441664288891,0.9031463881012223,20,1.0,15.0,1
0.7653548974039288,0.8349305970552957,0.6646021399605745,60,1.0,14.0,1
0.8797357175235185,0.8564994114271656,0.5722267706654068,97,1.0,11.0,1
0.8569314189545592,0.888438871202059,0.8698553637782186,37,1.0,15.0,1
0.8674518931444535,0.7277132376416249,0.744984520231051,13,1.0,14.0,1
0.7181969163299589,0.9629572126829178,0.8185490073016817,42,1.0,10.0,1
0.6343079322129196,0.44326615603776315,0.8312035141661555,83,1.0,11.0,1
0.7745692735914702,0.8610195840140538,0.7608941412721979,18,1.0,14.0,1
0.6669989217638014,0.6789419711042382,0.9464621267263019,24,1.0,8.0,1
0.7338068430150615,0.8006103294633315,0.880787040422396,46,1.0,17.0,1
0.8790318644826279,0.5467998748714188,0.7894710614234269,46,1.0,16.0,1
0.9461897688693799,0.8716264519159072,0.6162404864001125,38,1.0,11.0,1
0.6610172769293741,0.7778382969371375,0.827867771185894,38,1.0,14.0,1
0.9379823397248124,0.9354875041089109,0.7647756222607606,29,1.0,19.0,1
0.8741127315396502,0.7554691933544061,0.5805165687182904,77,1.0,14.0,1
0.89535237894988,0.8224083144258764,0.8728046025540545,74,1.0,8.0,1
0.7201797390488581,0.9107433150029165,0.7568745346203374,47,1.0,17.0,1
0.9466549329570887,0.7925539974758737,0.7338772191838996,75,1.0,17.0,1
0.9360859738723484,0.7770974624873784,0.898850549155078,75,1.0,18.0,1
0.9207515443705436,0.8450339762610942,0.6009119838810235,82,1.0,15.0,1
0.8215808638633738,0.8107528325877322,0.5468357806818798,61,1.0,15.0,1
0.8079193551735081,0.8825838790495083,0.7143464073794646,45,1.0,18.0,1
0.6074742792407978,0.87252506572158,0.8428440557142096,18,1.0,20.0,1
0.6686207313654117,0.8062475404132992,0.81476350153616,72,1.0,12.0,1
0.8858715712768043,0.9372529596615075,0.7974271466538496,89,1.0,10.0,1
0.9463691639011129,0.8077331935862758,0.9166326567296471,59,1.0,17.0,1
0.7081615713743106,0.7425941520651288,0.4187932917805124,55,1.0,10.0,1
0.8838847606134952,0.7953267163819557,0.7134240293706372,64,1.0,9.0,1
0.8240987075438848,0.9707321330907903,0.8235403451697467,36,1.0,15.0,1
0.9339374063359632,0.9064254911505645,0.7156835513459177,52,1.0,8.0,1
0.8678131123120151,0.8569552002048942,0.9710775704966271,97,1.0,16.0,1
0.9089331710142503,0.9186901391918687,0.7900920572247377,63,1.0,7.0,1
0.6205502919506812,0.7654830370656892,0.9048959233610914,95,1.0,11.0,1
0.4899159269436942,0.5966895920602575,0.8129660386211229,50,1.0,20.0,1
0.6670004530388115,0.8892158662473706,0.6166075588077986,30,1.0,21.0,1
0.8705125667225816,0.9368270138361856,0.9563639238608279,7,1.0,10.0,1
0.7917385845963456,0.9011757987556795,0.9668224556087208,95,1.0,7.0,1
0.7512210750850767,0.9568429970438196,0.5658154226935838,86,1.0,19.0,1
0.8751754937238022,0.6848861753390166,0.9147499720720692,54,1.0,15.0,1
0.782784212783155,0.9354008304120378,0.506275621000061,81,1.0,17.0,1
0.6899273174787778,0.78228559155362,0.5185386098177764,18,1.0,14.0,1
0.6766108374272384,0.8729130016981088,0.8608582273477403,90,1.0,15.0,1
0.8682253695775926,0.8320200953295753,0.7590738580151053,40,1.0,8.0,1
0.8338970697643976,0.805746980459189,0.791211689918398,55,1.0,6.0,1
0.6463668621344659,0.8512736707358363,0.8660235947283046,53,1.0,15.0,1
0.7665657739761105,0.7152466833694826,0.9088460838764226,23,1.0,16.0,1
0.8823753824587596,0.8912257267028173,0.8268806295140357,33,1.0,10.0,1
0.8170983077593525,0.8714730365708048,0.752822885736804,71,1.0,18.0,1
0.8739478781024194,0.5948727459084961,0.687541087496185,16,1.0,17.0,1
0.9300463437949561,0.5992332356996759,0.7701398877762223,45,1.0,22.0,1
0.9748850790100054,0.6920088079619178,0.6882251496522317,61,1.0,19.0,1
0.8950210837405669,0.7627180761602762,0.7922971784474228,88,1.0,11.0,1
0.7909382989434978,0.595221857915312,0.8800984303831947,85,1.0,17.0,1
0.9459151615119513,0.893305380710989,0.5084774733380173,8,1.0,7.0,1
0.9378620870480491,0.6912256329109043,0.7616290959790599,67,1.0,6.0,1
0.7072887895782727,0.8165596697798007,0.5651541385337288,25,1.0,18.0,1
0.7408375012815194,0.962681924597655,0.6456806762480928,90,1.0,9.0,1
0.8108793393850022,0.9192285690025589,0.9005757807684671,68,1.0,14.0,1
0.7342641397544931,0.8975084340154288,0.75389542795455,49,1.0,10.0,1
0.8028769576433874,0.977541717060339,0.8342256549736337,8,1.0,22.0,1
0.9617920822830336,0.7678611700798003,0.8339340326946114,95,1.0,12.0,1
0.8659058876689427,0.7081402242951336,0.8530768239641139,62,1.0,22.0,1
0.6477208430760578,0.8052226477742583,0.7601770761689077,57,1.0,6.0,1
0.7633465491315565,0.6715913000147008,0.8668961608864733,63,1.0,8.0,1
0.8053208149725882,0.9110036870968371,0.8239017655543001,50,1.0,21.0,1
0.8490868730355139,0.9305052043635026,0.6628461911233517,49,1.0,21.0,1
0.953094874685341,0.8343150713901365,0.8355673688889749,19,1.0,15.0,1
0.8457716621619892,0.7793727057157757,0.9348359717211969,97,1.0,8.0,1
0.8882819556184471,0.7538846610617151,0.7690624715395717,65,1.0,7.0,1
0.5555576806520803,0.6670128781161931,0.88798441368719,50,1.0,21.0,1
0.5025026063368623,0.8666105423652213,0.9089365372991176,5,1.0,21.0,1
0.5534194196891623,0.8065446789753125,0.9444476669080636,39,1.0,12.0,1
0.8602992236928739,0.8603095696745673,0.85917053808652,74,1.0,21.0,1
0.7922174004152176,0.6934119511044101,0.5473040633860413,72,1.0,11.0,1
0.6383290760518242,0.6144084780115969,0.5916618672698024,78,1.0,7.0,1
0.8832371763383101,0.45102008273955096,0.8479126244971937,0,1.0,11.0,1
0.8386885656584975,0.8243721647145316,0.8316648992310987,55,1.0,15.0,1
0.5605296969748126,0.6415439617087101,0.8808970106274564,96,1.0,22.0,1
0.8990425804506337,0.8709266915583498,0.7228358429023517,28,1.0,20.0,1
0.6809662804987632,0.6107872941272539,0.6880458491048479,35,1.0,7.0,1
0.8783660928701118,0.810751393445056,0.581990297481072,18,1.0,8.0,1
0.7634701704424487,0.8874455474447085,0.894561855474431,87,1.0,22.0,1
0.9281763104912562,0.5399788955085385,0.8658393141559673,31,1.0,21.0,1
0.8634580938305303,0.6914598485958012,0.8321105203103407,52,1.0,19.0,1
0.9104871928260839,0.9881246946931591,0.6895631247441388,78,1.0,15.0,1
0.8450778435310377,0.8785730225296129,0.7412429136308925,61,1.0,22.0,1
0.965773180373192,0.8858659613268746,0.47819744421623683,98,1.0,10.0,1
0.928900544350634,0.9365017566068832,0.3536100801902203,85,1.0,15.0,1
0.9515129143065237,0.6841168494127042,0.7145757973900626,89,1.0,7.0,1
0.9204299585013157,0.9889939253511064,0.5843240053884943,20,1.0,19.0,1
0.9523497970485798,0.7807323883497929,0.8557789496216682,0,1.0,10.0,1
0.7398130527234368,0.563229217400498,0.8492160575190678,1,1.0,13.0,1
0.9610543884170984,0.7936700231893241,0.7227878615333689,53,1.0,16.0,1
0.5914949313068958,0.9105515532760374,0.764783251534752,24,1.0,21.0,1
0.8387791116948524,0.6932831825955426,0.8172411215711398,54,1.0,16.0,1
0.5126366912336179,0.8971442063683794,0.6469264637829326,46,1.0,22.0,1
0.6921379023160931,0.9451820737913412,0.9814052355240701,25,1.0,16.0,1
0.8908077956820839,0.7897956632598713,0.8724314633552454,55,1.0,21.0,1
0.8258999934222244,0.7510797200794659,0.7404538325088307,11,1.0,22.0,1
0.8114434846492474,0.945815099914107,0.5660784688232183,39,1.0,13.0,1
0.45555156977996164,0.8435686390070575,0.8097026320377748,85,1.0,9.0,1
0.7262910672548517,0.9688280910675222,0.727562415285213,23,1.0,8.0,1
0.7362155163366932,0.6181849955724253,0.7927813935161265,75,1.0,13.0,1
0.7254035924191519,0.7525693051638238,0.4761610712511698,98,1.0,21.0,1
0.8974242109722096,0.6272172656820124,0.8574161753355064,24,1.0,18.0,1
0.8309371293654306,0.8338576432566356,0.8803620703365976,98,1.0,15.0,1
0.819949212304124,0.6955734529439451,0.745593570501381,12,1.0,18.0,1
0.7902752677199147,0.9861046416333813,0.857904516289837,58,1.0,18.0,1
0.5602473552558837,0.9425580056908253,0.8783364241735853,20,1.0,21.0,1
0.7697172248807942,0.8295290002547483,0.8252943629118168,96,1.0,18.0,1
0.9169449986592925,0.9122033049888469,0.848712635236711,84,1.0,13.0,1
0.7279373046889446,0.6671645165328924,0.766917573624102,82,1.0,12.0,1
0.9604322594163529,0.7783902000538394,0.7111823110518932,57,1.0,8.0,1
0.8890765913848104,0.7957787669242686,0.6788374085607085,55,1.0,17.0,1
0.9145874476249238,0.6015587987687354,0.5424613338726756,46,1.0,7.0,1
0.6733954650547339,0.8249403089757305,0.6987020492573913,84,1.0,6.0,1
0.9070548200682573,0.7076779462711655,0.7593492102280311,90,1.0,8.0,1
0.8287954683774854,0.7894184353491821,0.6971239478945669,72,1.0,21.0,1
0.7475104620963919,0.8743700168543791,0.5500341049531958,94,1.0,20.0,1
0.8721910912317282,0.7197005182399995,0.7318309034573117,61,1.0,20.0,1
0.8898057512407946,0.8764273135474335,0.9089262710383789,30,1.0,8.0,1
0.8936473140450969,0.8604131502804169,0.8334451517135064,43,1.0,20.0,1
0.834730318575977,0.9826079228076265,0.6432071050442677,64,1.0,8.0,1
0.9511507085100386,0.8853704899349721,0.7124541740925079,7,1.0,20.0,1
0.8648530456381274,0.7391848552649255,0.8456569559778284,42,1.0,18.0,1
0.8720855142014391,0.9626732303324725,0.8267821944655093,42,1.0,22.0,1
0.5765290406356235,0.8017257190513339,0.9616361235498905,8,1.0,17.0,1
0.771034733967579,0.9394059429561018,0.31948768234395264,24,1.0,15.0,1
0.7998534588089837,0.6965092465210785,0.8151318553823305,41,1.0,16.0,1
0.8158401866966899,0.8589066227955438,0.7613969677888169,78,1.0,13.0,1
0.7082614109877462,0.8956747268104931,0.8741257645708097,27,1.0,20.0,1
0.9191668836778635,0.7869702538365279,0.9186970979721593,28,1.0,11.0,1
0.948236513841834,0.6945037625461029,0.8550991047113927,18,1.0,11.0,1
0.9448779707641585,0.6429119379627694,0.9431630860724948,41,1.0,14.0,1
0.6618783647050627,0.9413276173142013,0.9708886159157023,30,1.0,16.0,1
0.8318591324051486,0.6751729123360077,0.9211730732024239,23,1.0,9.0,1
0.6757394595587479,0.8059398536501745,0.9044378066794582,39,1.0,6.0,1
0.8159173962405109,0.9248544790371355,0.5015475513545706,39,1.0,14.0,1
0.8064265457018881,0.8547519986543859,0.8517952446347299,28,1.0,20.0,1
0.7193941684639396,0.5320451693118136,0.8842422195050531,79,1.0,9.0,1
0.5688427995614306,0.6323481012782085,0.675792951913105,77,1.0,11.0,1
0.821948317095645,0.8570676332533477,0.5596841284983172,77,1.0,20.0,1
0.9772479561243571,0.858357641812363,0.9811257566402898,38,1.0,20.0,1
0.7787712328789544,0.6938521326640865,0.9665222532870766,50,1.0,6.0,1
0.7175332651711318,0.78627442714905,0.6395488241447541,85,1.0,20.0,1
0.8351039072750165,0.9465670315006918,0.5731608344909528,26,1.0,16.0,1
0.8829161740832985,0.9666622610669912,0.8040997852166866,60,1.0,9.0,1
0.9274879665778224,0.8191749230406774,0.9417305279333762,10,1.0,14.0,1
0.8332404873612452,0.8076274436830374,0.9076475478234162,29,1.0,18.0,1
0.8897712737371111,0.7676758391940456,0.7837441889763684,6,1.0,21.0,1
0.45466586904636014,0.7996441780069151,0.8626792969830722,34,1.0,13.0,1
0.9147548413800376,0.8476531989423067,0.7775990113294597,16,1.0,12.0,1
0.8449493104205216,0.8291055782001729,0.8963635124411563,17,1.0,10.0,1
0.8881345112659519,0.9564444555279233,0.7928187720918918,57,1.0,6.0,1
0.7357170187798198,0.965036535511969,0.6635780339383891,15,1.0,19.0,1
0.9243508584564354,0.7847584753618972,0.403132308791222,2,1.0,15.0,1
0.9257667465679945,0.25834957840538875,0.9099081779777872,86,1.0,21.0,1
0.8503510716354139,0.8549058752564981,0.6069927145893131,80,1.0,19.0,1
0.6848334659273062,0.8233709141504542,0.6887628150569485,50,1.0,20.0,1
0.9530485682945726,0.7661914994632093,0.6586647126486788,81,1.0,7.0,1
0.7327190412689731,0.9553245964901292,0.9374674652787416,87,1.0,14.0,1
0.8107688340308219,0.8952725788470798,0.9831701474512433,36,1.0,8.0,1
0.9171538567236758,0.8288520114460878,0.7308412614368881,84,1.0,13.0,1
0.9116451388681697,0.7533612847010474,0.7816510787799923,90,1.0,18.0,1
0.6935345717575029,0.5740657338307138,0.9310906671143151,19,1.0,10.0,1
0.68137952940766,0.7710388909702804,0.6987317011427189,87,1.0,18.0,1
0.9532005499469096,0.9228162782596777,0.6414773928946946,41,1.0,6.0,1
0.8519177598262772,0.7896743187743771,0.9222183479409097,72,1.0,20.0,1
0.8924616038173122,0.910527243252609,0.7744927337437202,3,1.0,15.0,1
0.674183494508215,0.8186550054855677,0.9133462641875332,72,1.0,12.0,1
0.6930923186936585,0.7418161871443596,0.7949040851433794,91,1.0,15.0,1
0.8912635813899136,0.9275712977764639,0.8173964457681687,34,1.0,19.0,1
0.8593969241993457,0.9290742612574294,0.7340135070546416,76,1.0,12.0,1
0.8884459076255264,0.9378993066069997,0.9337176855810813,2,1.0,16.0,1
0.6750544975847482,0.7587113565534795,0.6582842222683127,67,1.0,8.0,1
0.8795038204869704,0.8658502042165062,0.7330731546422344,98,1.0,21.0,1
0.849329137525765,0.7299609129420846,0.8925620418799731,77,1.0,20.0,1
0.7332073737226583,0.67331695141597,0.8074432447850172,78,1.0,17.0,1
0.8669125622575474,0.8272453472699168,0.8928440554494036,83,1.0,8.0,1
0.7126154226987044,0.7694582017624816,0.6299971081093,36,1.0,13.0,1
0.8766482476082933,0.6692060367132213,0.7669818825391305,0,1.0,9.0,1
0.6175372763591018,0.7430609768943247,0.8887135617441272,38,1.0,15.0,1
0.7892472704395352,0.7840330070303896,0.5142971103142591,48,1.0,16.0,1
0.9668696952926191,0.7062824692109398,0.8926708821718926,28,1.0,14.0,1
0.8626132904709941,0.8177701978458881,0.8697972426549073,0,1.0,11.0,1
0.8877931472238526,0.8572157457387961,0.7298748934126803,45,1.0,18.0,1
0.9881539491547604,0.8934418915744798,0.6615256979655986,69,1.0,11.0,1
0.8041871862479245,0.7638417206104745,0.8256281993329,96,1.0,21.0,1
0.7976488293012135,0.6709102566359053,0.7911854191646764,13,1.0,11.0,1
0.8143317761792395,0.8029558035768141,0.9488680470404851,14,1.0,22.0,1
0.943046172206297,0.509133617919138,0.8713630500464247,47,1.0,16.0,1
0.6884003073173786,0.661383645534459,0.7561840167647337,57,1.0,16.0,1
0.9498143625609662,0.771976425204961,0.807891666136509,19,1.0,20.0,1
0.9581309335345857,0.7148257388527931,0.49550827598196734,62,1.0,8.0,1
0.8794791991254919,0.7202323369795944,0.8779703432165672,79,1.0,21.0,1
0.892518689948397,0.8504227881504031,0.8731572774612073,51,1.0,9.0,1
0.8949724815835131,0.6326367712152084,0.821597318063894,65,1.0,15.0,1
0.7045903726042027,0.671932727373409,0.9462699612134374,5,1.0,18.0,1
0.8915493510694374,0.8501011141741421,0.4040097664981399,63,1.0,8.0,1
0.8088624276866795,0.842043736291251,0.47119287280852346,11,1.0,11.0,1
0.8816460147754588,0.5981126406487938,0.8121967011395798,1,1.0,17.0,1
0.9401663605894718,0.8652677652188049,0.9702725953296473,7,1.0,9.0,1
0.5863265580221237,0.6683259089441194,0.5443454713293171,43,1.0,17.0,1
0.8801689969857278,0.5552166910683995,0.42438669151715874,73,1.0,19.0,1
0.7936176641500399,0.9482505949795853,0.45760473495763515,46,1.0,6.0,1
0.7031641761099399,0.695113958708665,0.5865779709629663,12,1.0,13.0,1
0.8251404883616764,0.9216429064672716,0.8951819666828649,82,1.0,8.0,1
0.7482874983973753,0.9229705521112787,0.7403380870661336,15,1.0,13.0,1
0.8783605673105409,0.9270013860010555,0.5790904482865781,98,1.0,20.0,1
0.8249378404187306,0.8941080742805557,0.7944866107263006,67,1.0,13.0,1
0.6266282308457022,0.6990123263684086,0.9053319161402203,67,1.0,6.0,1
0.8206946751185082,0.9052705215932761,0.8377293947826274,66,1.0,14.0,1
0.8038547418893226,0.8896835807905727,0.892566900033652,38,1.0,22.0,1
0.7886407472116415,0.5508330139052382,0.8195499170444167,87,1.0,13.0,1
0.6167980808702993,0.6815899846731052,0.7198749408654076,63,1.0,17.0,1
0.7458525764778258,0.9392205035056476,0.8023610521260166,83,1.0,20.0,1
0.9184875406728983,0.5150233961724874,0.8780723484695633,54,1.0,15.0,1
0.8305095006229388,0.6415519152460437,0.6690706241378718,48,1.0,14.0,1
0.7644309469430317,0.9122863766841717,0.7752897395965455,70,1.0,21.0,1
0.6085670052648016,0.9311518166968117,0.8580322030483637,54,1.0,17.0,1
0.8676953619330875,0.977322106528419,0.698214107232591,62,1.0,9.0,1
0.6758759987749965,0.873467413757239,0.7752985161155159,82,1.0,17.0,1
0.9807972758810523,0.6802796330209644,0.7972339419061508,45,1.0,12.0,1
0.7334712046053546,0.5155730835458424,0.802930424195383,81,1.0,10.0,1
0.8861346156297001,0.8787201373314879,0.8698308274413589,49,1.0,15.0,1
0.6122231062031346,0.7107490365313093,0.8420915026111072,77,1.0,11.0,1
0.9613108727594876,0.6538913194916536,0.7993133021247185,68,1.0,15.0,1
0.906651343741915,0.9489830850896227,0.8088313996889673,76,1.0,9.0,1
0.8433409039384634,0.8670643595650415,0.9246988422114039,59,1.0,17.0,1
