lat,lon,time_of_day,gps_accuracy,speed,label
40.712898765271774,-74.00582164875297,7,14.000308221789556,4.3749386806395485,1
40.71281522183001,-74.00645245951537,8,6.573952676272623,3.630675237937912,1
40.712794027091455,-74.00600376286702,20,13.394730252303711,0.1465627112877549,1
40.71276853226293,-74.00600463916244,17,10.36702026392407,4.83142053329003,1
40.75763773244466,-73.98571608933885,23,6.5685176050160035,9.54645374315455,1
40.749036288074485,-73.9681373465559,6,18.064536856191282,10.711303981986417,1
40.75807358959011,-73.98595580206825,19,13.213885642306044,12.259466549437406,1
40.757976671075866,-73.98549628683459,23,13.899179724652681,9.754412788101808,1
40.71285471842782,-74.0060751673777,9,18.077491684596815,6.5048300093458336,1
40.74890316893506,-73.96799325298021,10,19.62189743220175,9.754885295204053,1
40.757895606975865,-73.98540412200066,17,7.612900048673804,14.411708272304654,1
40.757988761396945,-73.98582353848042,20,12.572673228395267,8.149507850449325,1
40.74878868990134,-73.96807918969377,9,18.51052796016888,6.325813903101832,1
40.758163463988595,-73.9855106752951,19,14.473403301387808,10.996695336229214,1
40.74891900368127,-73.96815218305079,7,19.570926410624594,2.7146542906423465,1
40.71294290717942,-74.00591253387198,21,12.722260308945353,5.3885005409964855,1
40.75831063378168,-73.98522031579067,20,14.851049968119383,4.877850963370423,1
40.71280688513861,-74.00588880245682,7,15.04085602189042,2.1863485236712754,1
40.71280179658706,-74.00570660861916,9,14.083072364673242,5.350980795600025,1
40.71285043670953,-74.00632868429842,22,6.678794290965918,4.046244172754844,1
40.75809542610283,-73.98537719274378,17,11.782985424251528,14.008125262918574,1
40.71296784210467,-74.00583197824812,9,19.476780446540683,0.07409971401614424,1
40.757751170778754,-73.98483612211335,8,15.002963863191566,2.0947688213446938,1
40.75785535610952,-73.98499874992073,18,15.962442123063145,2.342457671882609,1
40.758069046079186,-73.98559936741238,7,5.262739862930934,3.662209356335614,1
40.75822356074644,-73.98581865744244,17,15.147700786658698,3.2351272859657576,1
40.75770495771371,-73.98519339021833,20,14.074308840358112,4.7716733042717925,1
40.712538378822494,-74.00577143517665,10,6.6366444764862464,9.757674716875737,1
40.75782088365442,-73.98505020917625,7,9.757935751480979,13.033509383108566,1
40.71294285604929,-74.00582255101301,17,10.942590374138831,10.432008100347932,1
40.712718808012745,-74.00596422154572,22,14.051728900720668,10.023191978325244,1
40.75801693136679,-73.98588027433915,7,5.384630987096536,5.1187174143923455,1
40.71263177149702,-74.005836228889,8,17.1947860807414,10.771846143397417,1
40.74866502059232,-73.96804162983997,21,8.652234448644489,13.9055181719446,1
40.748945030814454,-73.96782761178535,22,8.85164851580762,4.273093529428842,1
40.74903867841765,-73.96808669351603,7,15.742260113347903,4.089360011003007,1
40.75807528556896,-73.98540442471534,7,7.768776943055495,4.429174338304652,1
40.712715691327,-74.00605006293736,23,13.253398132343927,0.6511879928222875,1
40.75800113410415,-73.98549872443414,10,8.421196579233987,3.1806725986233997,1
40.75809469965573,-73.98525549477742,6,16.70788272865793,4.122090533222042,1
40.749014926264316,-73.96820559317771,8,11.776515181058436,8.79912694763211,1
40.748923213976305,-73.96767063456993,23,9.68407679073194,3.453692526418049,1
40.74883599004761,-73.96802552773443,22,19.81678280322331,2.046596288350997,1
40.71272832379002,-74.00618803702893,17,19.868839905532823,1.9259143418118785,1
40.748822520396665,-73.96807751398802,23,14.679347562885754,8.93626092283435,1
40.71276366552363,-74.00590349300666,20,17.47794669877133,10.044039242009429,1
40.74885023712955,-73.96807957284324,8,9.865006296730634,4.995028695872969,1
40.75820652680731,-73.98540695860741,19,11.978084184255772,0.9021351390117782,1
40.75809751415614,-73.98553510928603,6,11.142167795078059,6.340336700942843,1
40.74890387934001,-73.96813216558552,9,10.737894203660124,1.7974350302646953,1
40.7490646447978,-73.96769111640478,9,15.07337665419556,1.3939371656908488,1
40.758368958623365,-73.98519462853655,20,15.631170466144647,0.5424057078714317,1
40.71281745788518,-74.00583920339942,18,13.307033610685645,4.582864659870353,1
40.75767259161732,-73.98535110899843,8,13.6188107347665,8.498630432571279,1
40.75777100202959,-73.9855021901833,10,18.169614806676044,13.020850351611756,1
40.758077149845896,-73.98537484993756,22,15.424266333536925,5.191495898066783,1
40.757699956229175,-73.98598481483376,22,14.095564166500633,2.0879703692629477,1
40.758087526299114,-73.98571228961362,6,6.826428666879122,7.173510345721084,1
40.71280315290035,-74.0059622113676,9,12.59212794260366,6.592675329493652,1
40.748860550104524,-73.96806361595533,9,10.796912617387207,8.466616360183238,1
40.75796752819304,-73.9854889359081,10,9.460325723552582,6.455057662633818,1
40.712827403289744,-74.0059550194766,19,15.37427083353979,9.27077511430779,1
40.748908867914146,-73.96791224642179,21,12.905621958674775,6.391250758355572,1
40.74893050612458,-73.96814868551415,8,11.211946287933905,12.413068433503115,1
40.712536491200844,-74.0057014906512,22,5.287884152345851,3.8971981311755135,1
40.757954038010915,-73.98563102442775,23,14.439482090161043,2.9828441666294387,1
40.71297016317664,-74.00605827697682,20,12.490007524679275,3.990289170080711,1
40.712746075922695,-74.00599473429574,20,17.16028891979399,9.211219667771042,1
40.71252624482963,-74.00590593049988,6,14.880382193111654,14.142467121198926,1
40.757864303813385,-73.98542593246587,7,16.71755635680379,12.376982938930556,1
40.74876084551657,-73.96828685827812,23,18.236891606841496,1.5854021985941114,1
40.7127838469722,-74.00599206555606,19,17.031958371913813,1.5805130092920894,1
40.71305590418477,-74.00609464029036,22,19.561249365060053,14.134730845097893,1
40.74891987769523,-73.96793916141469,22,6.030692487774017,6.364453288273322,1
40.749142652599836,-73.96781817843562,17,15.010255970696425,0.156415490961046,1
40.75799731416774,-73.98544740415011,7,6.878503556492407,7.115041648593208,1
40.75773067547187,-73.9857648050634,9,5.656034388199542,1.6621194326971056,1
40.758034079921224,-73.98522030819097,20,7.455257021979522,4.106869612711598,1
40.71271983102626,-74.00621078227688,21,17.23920408452926,12.92054994545154,1
40.712789619055044,-74.00574172836016,10,16.222878589684964,8.367198382666048,1
40.748871558674274,-73.9680561189456,8,13.093343307432576,10.919207650961148,1
40.7582832085237,-73.98509308393153,8,10.135754540503196,6.201246739428922,1
40.71264553985187,-74.00612994572316,19,6.406353809683349,8.657591749313251,1
40.71280402756513,-74.00607591498274,17,18.221761695125323,4.168531458733018,1
40.74871213468544,-73.96782336414293,18,17.226775767205517,9.224673605116985,1
40.75772215548815,-73.98502947105965,7,5.529670324103586,11.186006740968482,1
40.7579987507724,-73.98607748958712,8,12.054785811526784,7.530753202326707,1
40.75782494883437,-73.98524860667777,8,14.945630067507384,0.028198252873659624,1
40.74907858383304,-73.96799523266421,17,11.03490687029834,13.113937059153567,1
40.71278536767757,-74.00602404145219,9,14.052314998946823,10.147019058395433,1
40.757989408502176,-73.98551044987563,22,15.431234724920799,11.188878132205119,1
40.75788051641484,-73.98607918489324,10,9.922891304139673,6.510290492608129,1
40.75797508109205,-73.98546558918989,8,9.4916526573783,2.6022011139893584,1
40.757702955264975,-73.98595149851253,22,16.208293816130563,11.099795800284177,1
40.75790940338433,-73.98557357192149,18,15.503779391667814,8.78715218957853,1
40.757956850728355,-73.98510978299149,22,11.444852191084026,13.090953757269027,1
40.71263168578799,-74.00594555621653,21,14.467559689350596,0.7476304167441233,1
40.74877409218989,-73.9679963039409,6,14.15337724216462,2.030311234165283,1
40.74902032041936,-73.96808393506697,23,8.92558525603859,3.704681986079997,1
40.75800044708442,-73.98529299719996,7,9.0220853014327,2.3457270660517193,1
40.74914132748552,-73.96786769223729,20,16.57786589272432,1.2963691614381974,1
40.74908956660617,-73.96796547204552,23,16.81569523291563,9.366381697075921,1
40.71289180570213,-74.0060142988661,7,10.073946579985225,4.630481150597928,1
40.71270221648989,-74.00610472585845,18,11.269849008057264,1.3326036763134659,1
40.75772027854058,-73.98564950112096,18,13.138187050931343,11.875499826800274,1
40.71277164452746,-74.00601049666477,17,7.114394412826539,9.96281871758126,1
40.712718847961035,-74.00619194324518,21,9.358813397095325,11.804552023764995,1
40.758091887016555,-73.98582784268304,17,8.879312523320582,2.4705953014844386,1
40.748911502922994,-73.96828656589918,21,7.424297169288072,3.83240016983407,1
40.712461577438,-74.00585876578852,23,10.154947889136546,4.236463480297676,1
40.7579391920792,-73.98549889656641,6,6.401119579629434,6.616082373761756,1
40.74894321295461,-73.96780919610639,20,9.146625358750942,4.6852365282827035,1
40.71253820918714,-74.00573545646074,7,13.367302878938021,2.490514701242932,1
40.74873128018746,-73.96774122479147,22,8.03023502603735,2.763372588570392,1
40.71276780877143,-74.00638770193503,22,6.251961274840749,13.23624552611008,1
40.748621337913185,-73.9680120380002,21,14.520069098809122,2.4893234294367748,1
40.75837526324651,-73.98556327344679,21,12.910994331840145,10.790304335537378,1
40.75805467673931,-73.98522066656754,9,17.285952707924842,8.111906324783165,1
40.74891713976914,-73.96837531683921,9,10.366973979881628,7.413186708754498,1
40.749010305688984,-73.96813703739514,20,6.509562177853,3.598111691339171,1
40.757850104459116,-73.98522008625945,6,13.658745961529196,11.071036850077757,1
40.74894067288332,-73.96808036374453,21,9.876560231475484,10.294907950291462,1
40.74901216273291,-73.96770996109937,19,12.689821297175794,4.5796601504509695,1
40.749099940747854,-73.9678788221261,20,18.068067233945783,11.49097164802954,1
40.749141469532425,-73.96787589671489,22,6.664842038202217,6.705833157096381,1
40.758032055286456,-73.98521262246446,19,6.660808899894735,6.338226424679169,1
40.71279137605429,-74.00599387898195,6,18.66155242465873,11.30942855395176,1
40.71298856330687,-74.00639494624048,6,17.440919972882703,4.222817976223949,1
40.74884012690859,-73.96797423419434,23,5.691853465036008,8.507561698790784,1
40.712812076094046,-74.00603149508069,22,5.722142539675302,13.543424927879808,1
40.75783110355723,-73.98589265853921,10,9.279355075359746,6.437738900945353,1
40.749146585806244,-73.96800933342821,10,8.303379520659727,7.32561943474408,1
40.713072427469434,-74.00575950039912,23,13.576585280724833,7.761695276325619,1
40.74912828728139,-73.96782885386057,17,7.472370130201431,2.55872867335635,1
40.71265531988201,-74.00620663589515,9,6.975401577080578,3.512766702232285,1
40.71289306555029,-74.00602280942375,19,12.593990892428042,9.51156047064497,1
40.75800130762453,-73.98550140128276,23,8.582849906028915,7.044626620210635,1
40.71271502998016,-74.00580011811029,19,12.114326306468907,8.863011619065622,1
40.712802760161146,-74.00599987397833,19,9.273620322964412,6.942779325237759,1
40.71263386395239,-74.00610660554058,22,17.25023263176077,4.268434526443463,1
40.71289391533621,-74.00589236374557,23,15.533881490474965,14.892252584986055,1
40.712853775367584,-74.00603369677408,19,18.614165038348325,10.710489667002847,1
40.712691806741184,-74.00563529358243,7,17.943207543686185,0.031557647638251196,1
40.757998360185596,-73.98545474252793,7,14.979381529670828,12.005323185351099,1
40.75828762646999,-73.98525130622464,23,9.816216456305753,11.247761466546994,1
40.75780841963555,-73.98595044321632,19,12.532304149429804,2.083069895947755,1
40.71256068337972,-74.00626990752237,8,12.94987284389628,12.435265988182366,1
40.75800423223585,-73.98549305840032,19,6.265885708168135,5.990531225920364,1
40.712944124107196,-74.00581457180813,22,15.38739240003838,6.448966160852222,1
40.74903817376112,-73.96790326174988,9,10.76359430206072,6.751850417728983,1
40.74890167377335,-73.9680375604088,7,5.411304649589865,5.8946133801793685,1
40.74885237984123,-73.96800462188207,10,10.188161911067862,2.3168962083498568,1
40.71266425599858,-74.00601947433667,19,9.668262425950903,10.156809596025141,1
40.71250244348521,-74.00607766305978,6,7.510395997079419,14.580378847448866,1
40.758287082371126,-73.98543376385098,23,5.464336863790153,5.819801399203042,1
40.7578570064883,-73.98535439295281,21,18.501247745247213,1.7420844030078841,1
40.75780698567075,-73.98524455703453,18,19.760197448156966,4.326081567281186,1
40.74890517034807,-73.96799040703092,9,12.168176720333637,7.983862967234642,1
40.71282244444487,-74.00639522333503,18,15.635205864305476,2.6575638790779825,1
40.71274655916672,-74.00589259222615,9,13.70701401490544,2.0879505201854327,1
40.74903777585765,-73.96774795346887,21,18.204721432233903,9.351089372391602,1
40.712843900129016,-74.00621159570876,9,15.663270750234787,13.604142132522508,1
40.74915551709183,-73.96807755528842,10,5.569723449347802,11.18790057940518,1
40.74906208249723,-73.96778653281027,23,7.231939541076734,6.940134075980903,1
40.75781636363642,-73.98565115561175,17,11.618355704829899,9.08632954708585,1
40.712630446656846,-74.00573732030598,8,17.412783831594545,11.467916919820764,1
40.74895560453524,-73.96802080135426,22,17.704532813105907,13.396353077931224,1
40.748872009715875,-73.96790984049734,22,16.010446438839594,11.43894592041263,1
40.75784107463054,-73.98600853098277,7,14.667054156815505,12.296967074770913,1
40.712786353776984,-74.00590145843074,8,15.152319482860934,12.427039491736757,1
40.748912730019235,-73.96799975529589,21,7.142754309512579,11.301418833854536,1
40.71292734097497,-74.00634607785945,8,6.329070709545186,7.3144171450081625,1
40.757924914850875,-73.9849862328621,19,6.664971481869722,12.123528150138332,1
40.712799292622215,-74.00600274013182,22,6.152931129142453,7.5093640210562675,1
40.75801345492511,-73.98513639008588,18,9.429357410719149,3.4857648458407176,1
40.7488313722228,-73.96793531269384,22,12.146554795156874,3.3904349672399956,1
40.71280232784911,-74.0059842904869,19,6.8438101769808135,13.32988620398098,1
40.74898773039892,-73.96812818043857,9,12.89417690507304,6.947590751270126,1
40.758204022006915,-73.98604949803233,9,16.63019225604703,4.0711407067007155,1
40.74903809440472,-73.96771818093939,8,11.036699561505035,1.5412237867863503,1
40.7127831576904,-74.00600155628474,22,13.74899776719568,7.0045199994541605,1
40.75800852448966,-73.98493614836094,19,6.94894886803552,8.474765365128803,1
40.757823688490895,-73.9849464218807,10,10.659704921094853,14.044817309537352,1
40.749067699340536,-73.96786090125794,17,17.663730536087275,10.137716196965046,1
40.74900246086926,-73.96776476689645,6,6.944009767931629,10.141623471216167,1
40.712788709634246,-74.00595217358894,9,6.572120974963582,7.478561992585638,1
40.748775249654344,-73.96800041504733,18,16.561709273958197,0.04321877498421889,1
40.74891322687887,-73.96815753188187,7,14.860302232551929,7.084227062444725,1
40.75808347694331,-73.9849959669658,7,18.962109459747346,1.8858640348833933,1
40.74882549921046,-73.96777518323617,22,18.353225039542615,4.311143946983696,1
40.74878158315628,-73.96827152402724,10,17.532203386132913,0.22040082982430764,1
40.71305613367649,-74.00621127625186,22,11.064346208823036,7.964065176181407,1
40.75795629159086,-73.98495127682996,7,15.163134011884297,4.677957868753248,1
40.74890715014021,-73.96795085007639,22,17.107333060473238,1.8031084368086436,1
40.75782402603257,-73.98540034602681,18,14.62789938283033,8.559744358214022,1
40.748817827208875,-73.96817827657118,22,17.446446804314675,9.092198474002195,1
40.71271249972232,-74.00591389885017,17,14.049377085724146,7.101013222423688,1
40.74882066254208,-73.96819523984027,10,14.76436002677109,9.668867621135155,1
40.757913646668,-73.98537180001198,18,17.707916585503725,4.727205586988299,1
40.749041031232856,-73.96775379258098,9,17.147902810408794,14.210928743796703,1
40.75793177729647,-73.98515377574039,6,15.351448373567651,13.959102072698055,1
40.712754204400404,-74.00597938807141,8,10.314016472615698,14.23606794472266,1
40.75814056039644,-73.9854036228253,7,7.704619031341672,6.8789691527076,1
40.748964861977015,-73.96785365943896,19,7.05498594580507,14.924720539876395,1
40.75808466765144,-73.98564639548029,9,19.922289409489267,10.67584208619073,1
